Orthogroup	Arabidopsis_thaliana	Lotus_japonicus
OG0002405	AT1G16560	LotjaGi3g1v0035500
OG0002405	AT5G62130	LotjaGi2g1v0149900
OG0002406	AT2G46680, AT3G61890	LotjaGi3g1v0400200
OG0002407	AT2G46340, AT4G11110	LotjaGi2g1v0440100, LotjaGi3g1v0392500
OG0002408	AT3G56370	LotjaGi1g1v0457000, LotjaGi1g1v0306600
OG0002410	AT4G34660	LotjaGi1g1v0563900, LotjaGi3g1v0513900
OG0002411	AT5G42860, AT1G45688	LotjaGi2g1v0201500, LotjaGi4g1v0460700
OG0002412	AT4G22140, AT4G04260	LotjaGi3g1v0154700, LotjaGi3g1v0043800
OG0002413	AT3G21600, AT4G15450, AT3G21590	LotjaGi2g1v0224500
OG0002414	AT2G38800, AT3G54570	LotjaGi3g1v0114100, LotjaGi3g1v0512400
OG0002415	AT5G15900	LotjaGi2g1v0058500, LotjaGi2g1v0058700
OG0002416	AT5G58710, AT2G29960, AT3G55920	LotjaGi6g1v0113500
OG0002417	AT5G13980, AT3G26720	LotjaGi1g1v0333500
OG0002418	AT5G49910, AT4G24280	LotjaGi6g1v0364700
OG0002419	AT3G47050, AT3G47010, AT3G47040, AT3G47000	LotjaGi1g1v0123200, LotjaGi6g1v0132600
OG0002420	AT1G25370	LotjaGi5g1v0338200
OG0002420	AT1G48770, AT3G18295	LotjaGi2g1v0275300, LotjaGi2g1v0205200, LotjaGi5g1v0057700_LC, LotjaGi5g1v0053600
OG0002421	AT2G31130	LotjaGi3g1v0247400, LotjaGi3g1v0450000
OG0002422	AT5G55120, AT4G26850	LotjaGi1g1v0026700, LotjaGi6g1v0156700
OG0002423	AT3G55410, AT5G65750	LotjaGi5g1v0356200, LotjaGi1g1v0535400
OG0002424	AT1G24620	LotjaGi2g1v0070600, LotjaGi4g1v0456700
OG0002425	AT5G40490	LotjaGi2g1v0241200
OG0002428	AT5G65340, AT2G22460	LotjaGi6g1v0090100, LotjaGi4g1v0393800
OG0002429	AT5G40190, AT3G28140	LotjaGi2g1v0249600
OG0002430	AT2G42680, AT3G58680	LotjaGi3g1v0240200, LotjaGi3g1v0252000
OG0002431	AT2G17380, AT4G35410	LotjaGi1g1v0056300, LotjaGi1g1v0003000
OG0002432	AT5G66330	LotjaGi4g1v0124400
OG0002433	AT4G21260, AT4G21250, AT1G61740, AT1G11540	LotjaGi6g1v0345000, LotjaGi4g1v0045000
OG0002434	AT3G11930, AT3G58450	LotjaGi5g1v0111900, LotjaGi5g1v0111800
OG0002435	AT4G23730, AT3G61610	LotjaGi2g1v0438400
OG0002436	AT1G23380, AT1G70510	LotjaGi2g1v0322900
OG0002437	AT2G47490	LotjaGi1g1v0762100
OG0002437	AT1G25380	LotjaGi2g1v0274500
OG0002438	AT5G13250	LotjaGi1g1v0529400
OG0002439	AT1G48010	LotjaGi3g1v0172400, LotjaGi6g1v0023800, LotjaGi2g1v0185500, LotjaGi3g1v0033300, LotjaGi3g1v0033100, LotjaGi2g1v0185700
OG0002440	AT5G24270, AT1G64480	LotjaGi4g1v0436500
OG0002441	AT4G00350	LotjaGi1g1v0478500
OG0002442	AT4G03420, AT1G03610	LotjaGi3g1v0457900, LotjaGi3g1v0442400
OG0002444	AT4G28130, AT2G20900	LotjaGi3g1v0459600
OG0002445	AT1G18800, AT1G74560	LotjaGi1g1v0218800
OG0002446	AT3G59030	LotjaGi1g1v0047200, LotjaGi1g1v0047000, LotjaGi6g1v0184400, LotjaGi1g1v0047100
OG0002447	AT4G17890, AT5G46750	LotjaGi4g1v0171100, LotjaGi4g1v0171200
OG0002449	AT1G27720, AT5G43130	LotjaGi1g1v0360700, LotjaGi5g1v0032300
OG0002450	AT5G13870, AT2G06850	LotjaGi1g1v0637000, LotjaGi1g1v0636900
OG0002451	AT5G06200, AT3G11550	LotjaGi5g1v0102500, LotjaGi5g1v0100000, LotjaGi5g1v0099800
OG0002452	AT3G45940, AT1G68560	LotjaGi5g1v0340600_LC, LotjaGi3g1v0378300_LC, LotjaGi5g1v0340500, LotjaGi2g1v0277800, LotjaGi2g1v0277700, LotjaGi2g1v0277600_LC
OG0002453	AT5G52200	LotjaGi5g1v0302600
OG0002454	AT1G11125, AT1G61170	LotjaGi4g1v0051700, LotjaGi6g1v0336600
OG0002455	AT3G11630, AT5G06290	LotjaGi5g1v0102700, LotjaGi1g1v0735500
OG0002456	AT4G33400	LotjaGi1g1v0354900
OG0002456	AT3G19240	LotjaGi4g1v0073700
OG0002458	AT3G56200, AT2G40420	LotjaGi1g1v0072100, LotjaGi6g1v0079600, LotjaGi6g1v0082400
OG0002459	AT1G30455, AT2G45100, AT2G01280, AT3G09360	LotjaGi2g1v0094100
OG0002460	AT3G19950	LotjaGi2g1v0180200, LotjaGi2g1v0207100
OG0002462	AT2G29050, AT3G53780	LotjaGi3g1v0225800, LotjaGi1g1v0576100
OG0002463	AT5G06910, AT3G12170	LotjaGi5g1v0147000, LotjaGi1g1v0722300
OG0002464	AT3G51740	LotjaGi3g1v0199700
OG0002465	AT1G17730, AT1G73030	LotjaGi3g1v0022600, LotjaGi1g1v0549300
OG0002466	AT4G33390, AT2G26570	LotjaGi1g1v0354700, LotjaGi5g1v0028500
OG0002467	AT3G53980	LotjaGi1g1v0577300, LotjaGi3g1v0222100
OG0002468	AT1G20920, AT3G09620	LotjaGi1g1v0079500
OG0002469	AT1G59590, AT1G10220	LotjaGi1g1v0361600
OG0002470	AT2G37540, AT5G02540	LotjaGi5g1v0068000, LotjaGi1g1v0699200
OG0002472	AT1G43800	LotjaGi1g1v0168700
OG0002473	AT3G19860	LotjaGi3g1v0531900
OG0002474	AT1G72810, AT4G29840	LotjaGi4g1v0328200
OG0002475	AT4G16640	LotjaGi3g1v0050100
OG0002475	AT2G45040	LotjaGi2g1v0422500
OG0002476	AT4G31230, AT2G24370	LotjaGi1g1v0396500
OG0002477	AT1G19270	LotjaGi5g1v0019700
OG0002477	AT4G36860	LotjaGi4g1v0114100, LotjaGi2g1v0395000
OG0002478	AT4G37280	LotjaGi4g1v0100000_LC
OG0002478	AT1G02740	LotjaGi4g1v0099900, LotjaGi1g1v0358500
OG0002479	AT4G18180	LotjaGi3g1v0382700
OG0002480	AT3G07020	LotjaGi3g1v0231400, LotjaGi1g1v0482800
OG0002481	AT1G68160	LotjaGi3g1v0524600
OG0002482	AT3G07360	LotjaGi1g1v0592900, LotjaGi1g1v0787300
OG0002483	AT4G01470	LotjaGi5g1v0357000, LotjaGi2g1v0369000, LotjaGi1g1v0534100
OG0002484	AT5G57240, AT4G25850, AT4G25860	LotjaGi6g1v0236500
OG0002485	AT2G30980, AT4G18710, AT1G06390	LotjaGi3g1v0239700, LotjaGi3g1v0252700
OG0002486	AT1G14340	LotjaGi2g1v0306500
OG0002486	AT3G01210	LotjaGi1g1v0502100
OG0002487	AT1G68090	LotjaGi2g1v0006300
OG0002488	AT5G43120	LotjaGi1g1v0359800
OG0002490	AT2G27110	LotjaGi1g1v0057900_LC, LotjaGi3g1v0303800, LotjaGi6g1v0195500
OG0002491	AT5G04200	LotjaGi1g1v0653700_LC, LotjaGi1g1v0653300_LC
OG0002492	AT4G19120, AT1G31850	LotjaGi2g1v0342700, LotjaGi4g1v0145200
OG0002493	AT5G15630	LotjaGi1g1v0516700, LotjaGi6g1v0020000_LC
OG0002494	AT1G09020	LotjaGi1g1v0772400, LotjaGi6g1v0247700, LotjaGi4g1v0344600
OG0002495	AT1G75640, AT4G36180	LotjaGi1g1v0425400, LotjaGi2g1v0383200
OG0002496	AT5G06560, AT3G11850	LotjaGi1g1v0740900, LotjaGi5g1v0109000
OG0002497	AT5G45550, AT4G19045	LotjaGi6g1v0225300
OG0002498	AT4G00730	LotjaGi3g1v0376900, LotjaGi5g1v0303500
OG0002499	AT5G43540	LotjaGi5g1v0187200, LotjaGi6g1v0007400, LotjaGi1g1v0711600_LC
OG0002500	AT5G03170, AT5G60490	LotjaGi1g1v0691900
OG0002501	AT1G50420	LotjaGi2g1v0443200, LotjaGi3g1v0534500
OG0002502	AT5G63800	LotjaGi4g1v0412300_LC
OG0002503	AT5G38820, AT3G30390	LotjaGi1g1v0522000, LotjaGi2g1v0272200
OG0002504	AT1G33980	LotjaGi3g1v0336800
OG0002505	AT5G65520	LotjaGi4g1v0174000
OG0002506	AT4G14690, AT3G22840	LotjaGi5g1v0310100
OG0002507	AT3G13080	LotjaGi1g1v0018700, LotjaGi1g1v0018500
OG0002508	AT4G14225	LotjaGi1g1v0620300
OG0002510	AT4G33355	LotjaGi5g1v0075000, LotjaGi5g1v0075800
OG0002511	AT1G15750, AT1G80490	LotjaGi3g1v0353700, LotjaGi3g1v0007100
OG0002512	AT5G22000	LotjaGi1g1v0740000, LotjaGi3g1v0185100
OG0002513	AT5G46350, AT4G18170, AT1G29860	LotjaGi4g1v0025500
OG0002514	AT5G20190	LotjaGi4g1v0272100, LotjaGi3g1v0008900, LotjaGi3g1v0356600
OG0002515	AT2G03760	LotjaGi4g1v0251900
OG0002516	AT5G03250	LotjaGi5g1v0273600
OG0002517	AT3G50910, AT5G66480	LotjaGi4g1v0120000
OG0002519	AT2G36350, AT3G52890	LotjaGi1g1v0678200, LotjaGi5g1v0092500
OG0002520	AT5G01960	LotjaGi1g1v0128900
OG0002521	AT2G10930, AT5G48500	LotjaGi3g1v0273000
OG0002522	AT3G25600	LotjaGi4g1v0152800
OG0002523	AT5G24870, AT5G10650	LotjaGi5g1v0066400
OG0002524	AT5G25940	LotjaGi4g1v0268200_LC
OG0002525	AT4G35230	LotjaGi1g1v0434500
OG0002526	AT2G25930	LotjaGi1g1v0365400
OG0002527	AT5G03730	LotjaGi5g1v0091200
OG0002528	AT5G19400	LotjaGi2g1v0147100_LC, LotjaGi1g1v0050400
OG0002529	AT5G58090, AT4G31140	LotjaGi1g1v0391600, LotjaGi5g1v0063800
OG0002544	AT3G16340, AT1G15210, AT1G59870	LotjaGi6g1v0038400, LotjaGi3g1v0021000, LotjaGi3g1v0370900
OG0002545	AT1G76720, AT1G76810, AT2G27700, AT1G21160	LotjaGi5g1v0291500
OG0002549	AT2G39130, AT3G54830	LotjaGi6g1v0020600, LotjaGi5g1v0271500
OG0002550	AT4G28290	LotjaGi3g1v0444200_LC
OG0002551	AT4G26110, AT5G56950	LotjaGi4g1v0310600
OG0002553	AT3G29100, AT5G39510	LotjaGi2g1v0261800, LotjaGi1g1v0506300
OG0002556	AT1G70170, AT1G59970, AT1G24140	LotjaGi3g1v0142200, LotjaGi2g1v0313400
OG0002557	AT4G12000, AT1G12450, AT4G22850	LotjaGi2g1v0428700, LotjaGi4g1v0211900
OG0002558	AT1G02990, AT3G62900	LotjaGi1g1v0767500
OG0002559	AT3G61700, AT2G46420	LotjaGi1g1v0791900, LotjaGi2g1v0100100_LC, LotjaGi3g1v0394400
OG0002560	AT3G62410, AT2G47400	LotjaGi1g1v0759800
OG0002561	AT3G43270, AT4G33220	LotjaGi6g1v0219700, LotjaGi4g1v0319100, LotjaGi4g1v0318900
OG0002563	AT1G17270, AT5G50420, AT1G53770	LotjaGi6g1v0208100
OG0002564	AT5G55560	LotjaGi1g1v0020900, LotjaGi1g1v0021000
OG0002565	AT1G15310, AT5G49500, AT1G48900	LotjaGi3g1v0007800, LotjaGi3g1v0355000
OG0002567	AT4G37580, AT2G23060	LotjaGi2g1v0407900
OG0002568	AT5G03260	LotjaGi2g1v0388900, LotjaGi2g1v0389000
OG0002569	AT5G09700, AT5G09730, AT5G64570	LotjaGi4g1v0033200, LotjaGi6g1v0354900
OG0002570	AT4G35100, AT2G16850	LotjaGi2g1v0359700
OG0002572	AT3G55580, AT3G53830	LotjaGi6g1v0067100
OG0002573	AT4G14810, AT5G41610	LotjaGi2g1v0437600
OG0002574	AT1G68765	LotjaGi3g1v0250600_LC
OG0002575	AT4G20810, AT1G03280, AT4G20340	LotjaGi1g1v0346400, LotjaGi4g1v0074700
OG0002576	AT1G19200, AT1G74940	LotjaGi4g1v0322400, LotjaGi6g1v0222300
OG0002578	AT5G57870	LotjaGi6g1v0201800
OG0002579	AT3G62510, AT1G21750, AT1G77510	LotjaGi1g1v0262100
OG0002580	AT4G04640, AT1G15700	LotjaGi1g1v0526500, LotjaGi6g1v0294700
OG0002581	AT1G22020, AT1G36370	LotjaGi6g1v0361500
OG0002582	AT1G13580, AT3G25540	LotjaGi2g1v0287100, LotjaGi4g1v0153300
OG0002583	AT1G70230	LotjaGi2g1v0316400, LotjaGi2g1v0317400, LotjaGi2g1v0316200_LC, LotjaGi2g1v0315900
OG0002585	AT5G49100, AT3G06868	LotjaGi4g1v0339400
OG0002586	AT2G32380, AT1G05220, AT1G05210	LotjaGi3g1v0465400
OG0002587	AT4G39910, AT2G22310	LotjaGi3g1v0248500, LotjaGi4g1v0396700
OG0002588	AT3G08870, AT5G01560, AT5G01540, AT5G01550	LotjaGi1g1v0444700, LotjaGi3g1v0197100
OG0002589	AT5G13560	LotjaGi5g1v0359100
OG0002589	AT2G37370	LotjaGi5g1v0071100
OG0002590	AT2G32730, AT1G04810	LotjaGi4g1v0459700
OG0002591	AT5G11110, AT5G20280	LotjaGi4g1v0277300
OG0002592	AT1G09640, AT1G57720	LotjaGi4g1v0458900, LotjaGi5g1v0177900
OG0002593	AT2G42180, AT3G57950, AT5G06790	LotjaGi5g1v0141500, LotjaGi1g1v0725700
OG0002594	AT1G58110, AT4G06598	LotjaGi4g1v0387600
OG0002595	AT1G75030, AT1G75050, AT1G75040, AT2G24810, AT1G19320	LotjaGi5g1v0019000
OG0002596	AT5G63560, AT3G48720, AT5G41040	LotjaGi1g1v0336200, LotjaGi1g1v0627900
OG0002597	AT4G21490, AT4G05020, AT2G20800	LotjaGi4g1v0048700, LotjaGi6g1v0339200
OG0002599	AT5G56170	LotjaGi3g1v0332200
OG0002599	AT4G28280, AT2G20700	LotjaGi3g1v0454200, LotjaGi3g1v0454300
OG0002600	AT1G11340, AT1G11410	LotjaGi4g1v0046900
OG0002601	AT2G18100, AT4G36210	LotjaGi2g1v0384200, LotjaGi4g1v0125000
OG0002602	AT1G13820, AT5G39220	LotjaGi2g1v0295200
OG0002604	AT2G19530	LotjaGi4g1v0309100
OG0002604	AT1G55160	LotjaGi3g1v0425700
OG0002606	AT2G17470, AT1G25480, AT1G68600	LotjaGi5g1v0341200
OG0002607	AT3G43110, AT5G20790	LotjaGi4g1v0321300
OG0002608	AT4G14695, AT4G22310, AT4G05590	LotjaGi6g1v0287800
OG0002609	AT1G34320, AT5G08660	LotjaGi5g1v0282300
OG0002610	AT5G48610, AT5G43490	LotjaGi4g1v0371800
OG0002611	AT4G24220	LotjaGi1g1v0360100, LotjaGi1g1v0359900
OG0002612	AT5G10010	LotjaGi1g1v0310800_LC, LotjaGi6g1v0350400_LC, LotjaGi4g1v0402300, LotjaGi1g1v0310700
OG0002613	AT1G07140, AT5G58590, AT2G30060	LotjaGi5g1v0286500
OG0002614	AT1G27290	LotjaGi6g1v0102200
OG0002615	AT5G13430, AT5G13440	LotjaGi2g1v0104600, LotjaGi1g1v0633700
OG0002617	AT5G01430, AT3G49420	LotjaGi6g1v0179300
OG0002618	AT3G23510, AT3G23530	LotjaGi5g1v0158600
OG0002619	AT1G24440	LotjaGi4g1v0362600, LotjaGi6g1v0098400, LotjaGi4g1v0224700
OG0002620	AT3G25420, AT4G12910	LotjaGi1g1v0486200, LotjaGi3g1v0274500
OG0002621	AT2G01420, AT1G70940, AT1G23080	LotjaGi4g1v0078400
OG0002622	AT4G02600	LotjaGi1g1v0557200
OG0002623	AT1G18690, AT1G74380, AT5G07720	LotjaGi4g1v0251100
OG0002624	AT4G27660, AT5G54150, AT5G54148	LotjaGi1g1v0300100
OG0002625	AT2G18730, AT5G57690, AT4G30340	LotjaGi6g1v0198000, LotjaGi4g1v0295700
OG0002626	AT4G12460, AT4G22540, AT2G31035, AT2G31030	LotjaGi4g1v0207000
OG0002627	AT5G55930, AT4G26590	LotjaGi1g1v0721400, LotjaGi1g1v0721500
OG0002628	AT3G20310, AT1G50640	LotjaGi6g1v0155200, LotjaGi1g1v0025000
OG0002629	AT5G02140	LotjaGi1g1v0116100
OG0002631	AT1G75110, AT1G75120, AT1G19360	LotjaGi5g1v0018000, LotjaGi3g1v0506500
OG0002633	AT1G61240, AT1G11170	LotjaGi4g1v0051400, LotjaGi6g1v0337100
OG0002634	AT2G41770, AT3G57420	LotjaGi5g1v0138700
OG0002635	AT4G37870, AT5G65690	LotjaGi2g1v0331800, LotjaGi1g1v0413800
OG0002636	AT4G39460, AT1G34065	LotjaGi4g1v0404500, LotjaGi5g1v0287500
OG0002637	AT1G19250, AT5G45180	LotjaGi4g1v0321100, LotjaGi6g1v0221300
OG0002638	AT5G19700, AT4G29140	LotjaGi2g1v0225400, LotjaGi4g1v0444700
OG0002639	AT4G28190	LotjaGi3g1v0441200, LotjaGi3g1v0458800
OG0002640	AT4G27970, AT5G24030	LotjaGi2g1v0137900
OG0002641	AT1G56140, AT1G56130, AT1G56120, AT1G56145	LotjaGi3g1v0036300, LotjaGi3g1v0036800
OG0002642	AT4G11140, AT4G23750	LotjaGi2g1v0439300
OG0002643	AT1G51540	LotjaGi3g1v0346000
OG0002644	AT5G63930, AT2G33170	LotjaGi6g1v0013500
OG0002646	AT1G45000, AT5G43010	LotjaGi1g1v0422700, LotjaGi5g1v0012100
OG0002647	AT3G50210, AT3G49630, AT3G49620	LotjaGi4g1v0101800
OG0002648	AT3G27010	LotjaGi1g1v0627400
OG0002649	AT1G19020, AT3G48180	LotjaGi1g1v0184000
OG0002650	AT1G18740, AT1G74450, AT1G43630	LotjaGi5g1v0290600, LotjaGi2g1v0130700
OG0002652	AT3G10880, AT5G05180	LotjaGi1g1v0305100
OG0002653	AT5G22810, AT5G03810, AT5G03820	LotjaGi3g1v0171800
OG0002654	AT2G24070, AT4G30740, AT4G30710	LotjaGi4g1v0289900, LotjaGi6g1v0201400
OG0002655	AT5G55490	LotjaGi5g1v0016800_LC, LotjaGi6g1v0035300_LC, LotjaGi5g1v0016900, LotjaGi2g1v0409800
OG0002656	AT1G19550, AT1G75270, AT1G19570	LotjaGi5g1v0357900
OG0002657	AT3G08590, AT1G09780	LotjaGi1g1v0461200, LotjaGi3g1v0053400
OG0002658	AT1G67035, AT5G38300	LotjaGi1g1v0548300
OG0002659	AT5G28210, AT5G01290, AT3G09100	LotjaGi1g1v0572100, LotjaGi3g1v0215700
OG0002660	AT3G59650	LotjaGi3g1v0409300, LotjaGi1g1v0569500
OG0002661	AT4G09720, AT1G22740	LotjaGi2g1v0118000, LotjaGi5g1v0285200
OG0002662	AT4G27410, AT3G15500, AT1G52890	LotjaGi3g1v0077100
OG0002663	AT3G06035, AT5G19250, AT5G19240, AT5G19230	LotjaGi5g1v0317100, LotjaGi2g1v0457400
OG0002664	AT1G60050, AT1G70260	LotjaGi1g1v0274200
OG0002665	AT1G13860, AT2G03480	LotjaGi4g1v0087900, LotjaGi2g1v0295900
OG0002666	AT3G54400, AT5G07030	LotjaGi3g1v0317300, LotjaGi3g1v0109400
OG0002667	AT4G17670, AT5G47060	LotjaGi2g1v0417500
OG0002668	AT5G65270, AT4G39990	LotjaGi4g1v0395500
OG0002669	AT1G58210	LotjaGi3g1v0331600
OG0002669	AT5G02520	LotjaGi1g1v0152200_LC
OG0002670	AT3G51890, AT2G40060	LotjaGi3g1v0210200
OG0002671	AT2G25500, AT5G66550	LotjaGi1g1v0416900, LotjaGi4g1v0117500
OG0002671	AT5G42770	LotjaGi5g1v0015700
OG0002672	AT4G11911, AT4G11910, AT4G22920	LotjaGi4g1v0217600
OG0002673	AT2G32295, AT5G35730	LotjaGi1g1v0470100, LotjaGi3g1v0191600
OG0002674	AT4G28706	LotjaGi5g1v0151500, LotjaGi5g1v0151200, LotjaGi1g1v0701700, LotjaGi1g1v0701600
OG0002675	AT4G36640, AT1G75170	LotjaGi5g1v0016700, LotjaGi4g1v0116900
OG0002676	AT1G79930	LotjaGi3g1v0016300
OG0002676	AT1G79920	LotjaGi3g1v0362500
OG0002677	AT2G06520	LotjaGi6g1v0226600
OG0002678	AT4G26150, AT5G56860	LotjaGi6g1v0232400
OG0002679	AT4G07455, AT3G60450, AT3G60420, AT3G60440, AT3G60415	LotjaGi1g1v0598600, LotjaGi3g1v0064200
OG0002680	AT5G61640, AT5G07470, AT5G07460	LotjaGi1g1v0029700, LotjaGi6g1v0160800
OG0002681	AT1G54710, AT1G03380	LotjaGi5g1v0218000
OG0002682	AT4G00580, AT2G01800, AT1G30060, AT4G00920, AT2G02770	LotjaGi2g1v0026400_LC, LotjaGi4g1v0014400_LC, LotjaGi6g1v0009300_LC
OG0002684	AT4G22330	LotjaGi6g1v0287500, LotjaGi4g1v0009000
OG0002685	AT1G36990, AT4G08510	LotjaGi1g1v0251700, LotjaGi1g1v0152600
OG0002686	AT3G15351	LotjaGi5g1v0104200, LotjaGi3g1v0063100
OG0002687	AT1G80530	LotjaGi4g1v0281000, LotjaGi6g1v0209400, LotjaGi3g1v0006500
OG0002688	AT1G50920, AT1G10300	LotjaGi2g1v0356500, LotjaGi4g1v0218400
OG0002689	AT2G16460	LotjaGi2g1v0384300
OG0002690	AT3G25910	LotjaGi4g1v0267800
OG0002691	AT4G33080, AT2G19400	LotjaGi1g1v0368700
OG0002692	AT4G28880, AT4G28860	LotjaGi4g1v0447400, LotjaGi2g1v0221200
OG0002693	AT1G28400, AT2G33850	LotjaGi6g1v0328800
OG0002694	AT4G36810, AT2G18620	LotjaGi2g1v0394000, LotjaGi4g1v0115200
OG0002695	AT2G34600, AT1G30135	LotjaGi6g1v0310700
OG0002696	AT5G19320	LotjaGi5g1v0316600, LotjaGi5g1v0167100
OG0002697	AT3G15240, AT5G53900	LotjaGi3g1v0046000, LotjaGi3g1v0156400
OG0002698	AT3G60750, AT2G45290	LotjaGi3g1v0434600, LotjaGi5g1v0360800
OG0002699	AT4G03960	LotjaGi4g1v0009900
OG0002700	AT5G52040, AT4G25500	LotjaGi5g1v0304500
OG0002701	AT4G29000, AT2G20110	LotjaGi4g1v0448200, LotjaGi2g1v0217800
OG0002702	AT2G03810, AT1G13650	LotjaGi2g1v0290800
OG0002703	AT1G74360	LotjaGi4g1v0252300, LotjaGi1g1v0193400
OG0002704	AT3G13784, AT3G13790, AT1G55120	LotjaGi3g1v0424000, LotjaGi3g1v0026600
OG0002705	AT5G63160, AT3G48360	LotjaGi4g1v0225900
OG0002706	AT1G68270, AT1G65880, AT1G65890, AT1G66120	LotjaGi6g1v0051200, LotjaGi6g1v0051100
OG0002707	AT5G58160	LotjaGi4g1v0287200
OG0002707	AT3G32410, AT2G25050	LotjaGi5g1v0051200_LC
OG0002708	AT5G61120, AT5G61090	LotjaGi1g1v0188400
OG0002709	AT4G19420, AT5G45280	LotjaGi4g1v0144000, LotjaGi2g1v0346400, LotjaGi4g1v0143000, LotjaGi4g1v0143300
OG0002710	AT4G33300, AT5G47280, AT5G04720, AT1G33560	LotjaGi5g1v0023100, LotjaGi5g1v0023000
OG0002711	AT3G05365, AT4G40000, AT2G22400	LotjaGi4g1v0395400, LotjaGi6g1v0092300
OG0002712	AT2G17770, AT4G35900	LotjaGi2g1v0378700
OG0002714	AT5G46590, AT4G17980	LotjaGi4g1v0188900
OG0002715	AT4G11820	LotjaGi2g1v0430500, LotjaGi4g1v0218500, LotjaGi2g1v0151200
OG0002716	AT3G42950, AT1G19170	LotjaGi6g1v0222700, LotjaGi4g1v0322800
OG0002717	AT1G26590, AT1G26610	LotjaGi4g1v0088300
OG0002718	AT5G40230, AT5G40240, AT4G15540	LotjaGi1g1v0605600
OG0002719	AT1G07160, AT2G30020	LotjaGi6g1v0130300, LotjaGi1g1v0118100
OG0002721	AT4G11260, AT4G23570	LotjaGi2g1v0436700, LotjaGi2g1v0138700
OG0002722	AT3G56240, AT1G66240	LotjaGi5g1v0073000, LotjaGi5g1v0266900
OG0002723	AT1G13230, AT3G25670	LotjaGi5g1v0268700, LotjaGi2g1v0283200
OG0002724	AT1G32583	LotjaGi1g1v0050200, LotjaGi1g1v0335800
OG0002725	AT3G24880, AT3G24870	LotjaGi1g1v0587600
OG0002726	AT1G11700, AT1G61930	LotjaGi4g1v0015100, LotjaGi6g1v0294800
OG0002727	AT3G51430, AT3G51420, AT3G51450, AT3G51440	LotjaGi4g1v0137400
OG0002729	AT5G19790	LotjaGi1g1v0643700
OG0002730	AT2G35910	LotjaGi5g1v0106900
OG0002732	AT1G55270	LotjaGi4g1v0269700, LotjaGi4g1v0374400
OG0002733	AT1G68070, AT2G01735	LotjaGi4g1v0457200, LotjaGi2g1v0072000
OG0002734	AT4G11030, AT4G23850, AT1G64400	LotjaGi4g1v0435000
OG0002736	AT5G56210, AT4G26455	LotjaGi3g1v0331400
OG0002737	AT2G43500, AT3G59580	LotjaGi3g1v0030100, LotjaGi3g1v0501000
OG0002738	AT2G24140, AT4G30830, AT5G57830	LotjaGi4g1v0290100, LotjaGi6g1v0201100
OG0002739	AT4G00490, AT2G45880	LotjaGi1g1v0475800
OG0002740	AT5G07250, AT1G63120	LotjaGi2g1v0147200, LotjaGi5g1v0303600
OG0002741	AT4G24830	LotjaGi1g1v0607700, LotjaGi1g1v0237200, LotjaGi1g1v0527800, LotjaGi1g1v0236700, LotjaGi2g1v0122200, LotjaGi4g1v0223000
OG0002742	AT3G19270	LotjaGi4g1v0074200
OG0002743	AT4G35890	LotjaGi2g1v0378500
OG0002744	AT1G43670	LotjaGi6g1v0356500, LotjaGi2g1v0132900, LotjaGi5g1v0291200
OG0002745	AT2G25480, AT4G32330	LotjaGi1g1v0383700, LotjaGi5g1v0059900
OG0002747	AT4G26880, AT1G50720, AT5G55110	LotjaGi6g1v0155900, LotjaGi6g1v0155800
OG0002748	AT1G07750, AT2G28680	LotjaGi3g1v0279200, LotjaGi3g1v0279300, LotjaGi2g1v0368400
OG0002749	AT1G71900, AT4G09640, AT1G34470	LotjaGi6g1v0363300
OG0002751	AT5G63280	LotjaGi4g1v0224600
OG0002751	AT5G40710	LotjaGi6g1v0157500
OG0002752	AT2G23760, AT4G36870	LotjaGi4g1v0114000, LotjaGi2g1v0395600
OG0002753	AT3G55880, AT2G40095	LotjaGi6g1v0073500
OG0002754	AT2G39370	LotjaGi5g1v0359000
OG0002756	AT4G00150	LotjaGi3g1v0206600, LotjaGi3g1v0206400_LC, LotjaGi1g1v0601800
OG0002757	AT3G01015, AT5G15510	LotjaGi5g1v0320900_LC
OG0002758	AT5G47720, AT5G48230	LotjaGi4g1v0005700, LotjaGi1g1v0005300
OG0002759	AT2G35530, AT1G32150	LotjaGi2g1v0337500, LotjaGi4g1v0148800
OG0002760	AT5G54130	LotjaGi3g1v0405400, LotjaGi1g1v0301200
OG0002761	AT3G43840	LotjaGi3g1v0515400
OG0002763	AT1G55920, AT3G13110	LotjaGi6g1v0145100, LotjaGi1g1v0017400
OG0002764	AT1G55240, AT1G55230, AT5G19870	LotjaGi6g1v0299700
OG0002765	AT4G00110, AT2G45310, AT1G02000	LotjaGi3g1v0434400
OG0002766	AT1G49015, AT5G25780, AT5G27640	LotjaGi1g1v0372500
OG0002767	AT1G03070, AT4G02690, AT3G63310	LotjaGi1g1v0715800, LotjaGi5g1v0170800
OG0002768	AT4G26780, AT5G55200	LotjaGi1g1v0024700, LotjaGi6g1v0154200
OG0002769	AT3G62700, AT2G47800	LotjaGi1g1v0765500, LotjaGi5g1v0251300
OG0002770	AT2G20570, AT5G44190	LotjaGi3g1v0451100, LotjaGi3g1v0447200
OG0002772	AT3G59640, AT2G43630	LotjaGi2g1v0062900
OG0002773	AT1G54170, AT3G14010	LotjaGi3g1v0029400, LotjaGi3g1v0417300
OG0002774	AT4G15630, AT4G15620	LotjaGi4g1v0346000
